Vardas Pavardė ND1 ND2 ND3 Egz.
Vardas665 Pavardė665 4 9 3 1
Vardas666 Pavardė666 6 1 9 10
Vardas667 Pavardė667 0 10 2 0
Vardas668 Pavardė668 7 0 1 10
Vardas669 Pavardė669 6 7 10 1
Vardas670 Pavardė670 9 5 2 3
Vardas671 Pavardė671 5 9 8 2
Vardas672 Pavardė672 9 6 7 10
Vardas673 Pavardė673 1 6 1 10
Vardas674 Pavardė674 3 3 7 9
Vardas675 Pavardė675 7 9 7 7
Vardas676 Pavardė676 0 6 2 9
Vardas677 Pavardė677 5 10 10 7
Vardas678 Pavardė678 5 3 4 0
Vardas679 Pavardė679 7 8 4 10
Vardas680 Pavardė680 4 3 4 3
Vardas681 Pavardė681 2 5 0 3
Vardas682 Pavardė682 7 1 7 3
Vardas683 Pavardė683 3 8 2 2
Vardas684 Pavardė684 8 0 5 4
Vardas685 Pavardė685 9 10 7 6
Vardas686 Pavardė686 4 9 1 8
Vardas687 Pavardė687 4 9 3 9
Vardas688 Pavardė688 7 10 9 3
Vardas689 Pavardė689 9 9 2 4
Vardas690 Pavardė690 4 0 0 5
Vardas691 Pavardė691 9 10 5 1
Vardas692 Pavardė692 2 10 1 10
Vardas693 Pavardė693 7 8 9 4
Vardas694 Pavardė694 6 5 0 0
Vardas695 Pavardė695 8 8 8 2
Vardas696 Pavardė696 4 0 0 4
Vardas697 Pavardė697 3 9 5 2
Vardas698 Pavardė698 2 3 1 3
Vardas699 Pavardė699 10 7 0 7
Vardas700 Pavardė700 1 4 4 5
Vardas701 Pavardė701 3 9 5 6
Vardas702 Pavardė702 8 2 1 7
Vardas703 Pavardė703 2 6 7 1
Vardas704 Pavardė704 8 0 5 0
Vardas705 Pavardė705 6 10 8 5
Vardas706 Pavardė706 4 4 5 5
Vardas707 Pavardė707 6 7 10 1
Vardas708 Pavardė708 10 2 8 1
Vardas709 Pavardė709 7 7 1 5
Vardas710 Pavardė710 0 5 8 7
Vardas711 Pavardė711 10 3 5 10
Vardas712 Pavardė712 0 2 8 0
Vardas713 Pavardė713 9 6 1 10
Vardas714 Pavardė714 9 9 10 7
Vardas715 Pavardė715 2 3 3 3
Vardas716 Pavardė716 4 8 10 7
Vardas717 Pavardė717 9 4 10 10
Vardas718 Pavardė718 8 4 2 8
Vardas719 Pavardė719 1 1 6 2
Vardas720 Pavardė720 6 1 8 7
Vardas721 Pavardė721 1 1 9 0
Vardas722 Pavardė722 7 5 6 3
Vardas723 Pavardė723 9 5 7 3
Vardas724 Pavardė724 8 9 0 7
Vardas725 Pavardė725 0 1 9 0
Vardas726 Pavardė726 2 7 1 8
Vardas727 Pavardė727 9 4 0 9
Vardas728 Pavardė728 7 10 4 6
Vardas729 Pavardė729 5 6 6 0
Vardas730 Pavardė730 0 9 5 5
Vardas731 Pavardė731 8 10 5 4
Vardas732 Pavardė732 10 1 0 6
Vardas733 Pavardė733 1 2 5 4
Vardas734 Pavardė734 7 8 2 9
Vardas735 Pavardė735 5 2 2 5
Vardas736 Pavardė736 4 5 2 5
Vardas737 Pavardė737 10 4 0 2
Vardas738 Pavardė738 7 10 2 6
Vardas739 Pavardė739 7 5 7 4
Vardas740 Pavardė740 10 7 4 0
Vardas741 Pavardė741 3 5 2 7
Vardas742 Pavardė742 1 2 8 6
Vardas743 Pavardė743 9 3 10 5
Vardas744 Pavardė744 2 2 5 9
Vardas745 Pavardė745 4 5 4 5
Vardas746 Pavardė746 6 7 4 4
Vardas747 Pavardė747 4 2 2 6
Vardas748 Pavardė748 5 1 8 8
Vardas749 Pavardė749 2 10 4 3
Vardas750 Pavardė750 0 9 0 7
Vardas751 Pavardė751 2 0 2 1
Vardas752 Pavardė752 10 1 10 2
Vardas753 Pavardė753 10 8 5 9
Vardas754 Pavardė754 8 10 1 9
Vardas755 Pavardė755 2 1 5 1
Vardas756 Pavardė756 9 10 10 2
Vardas757 Pavardė757 0 5 6 6
Vardas758 Pavardė758 3 6 3 7
Vardas759 Pavardė759 6 0 9 7
Vardas760 Pavardė760 0 9 6 5
Vardas761 Pavardė761 2 4 1 10
Vardas762 Pavardė762 0 1 1 5
Vardas763 Pavardė763 10 4 9 1
Vardas764 Pavardė764 5 9 10 10
Vardas765 Pavardė765 4 1 4 8
Vardas766 Pavardė766 2 1 7 10
Vardas767 Pavardė767 10 0 6 9
Vardas768 Pavardė768 3 5 6 0
Vardas769 Pavardė769 4 3 8 4
Vardas770 Pavardė770 1 3 1 0
Vardas771 Pavardė771 8 4 1 3
Vardas772 Pavardė772 6 5 0 10
Vardas773 Pavardė773 5 2 0 6
Vardas774 Pavardė774 7 8 8 6
Vardas775 Pavardė775 2 9 8 7
Vardas776 Pavardė776 0 10 2 3
Vardas777 Pavardė777 1 7 4 4
Vardas778 Pavardė778 0 7 4 5
Vardas779 Pavardė779 4 4 0 7
Vardas780 Pavardė780 6 9 8 5
Vardas781 Pavardė781 10 9 6 10
Vardas782 Pavardė782 9 4 8 7
Vardas783 Pavardė783 5 5 1 7
Vardas784 Pavardė784 2 5 1 5
Vardas785 Pavardė785 3 1 8 5
Vardas786 Pavardė786 5 9 9 4
Vardas787 Pavardė787 0 9 10 7
Vardas788 Pavardė788 7 8 7 3
Vardas789 Pavardė789 6 4 7 7
Vardas790 Pavardė790 8 4 1 9
Vardas791 Pavardė791 6 7 7 4
Vardas792 Pavardė792 9 3 2 10
Vardas793 Pavardė793 8 8 7 4
Vardas794 Pavardė794 1 2 5 5
Vardas795 Pavardė795 2 3 1 5
Vardas796 Pavardė796 2 4 10 1
Vardas797 Pavardė797 2 2 8 10
Vardas798 Pavardė798 4 9 6 1
Vardas799 Pavardė799 3 8 9 3
Vardas800 Pavardė800 8 7 5 1
Vardas801 Pavardė801 1 1 3 4
Vardas802 Pavardė802 9 5 5 10
Vardas803 Pavardė803 3 3 1 9
Vardas804 Pavardė804 2 5 4 7
Vardas805 Pavardė805 6 1 10 5
Vardas806 Pavardė806 6 4 9 9
Vardas807 Pavardė807 7 10 8 3
Vardas808 Pavardė808 2 1 10 0
Vardas809 Pavardė809 1 10 6 0
Vardas810 Pavardė810 0 2 3 2
Vardas811 Pavardė811 7 10 8 5
Vardas812 Pavardė812 0 8 7 3
Vardas813 Pavardė813 4 5 1 3
Vardas814 Pavardė814 4 2 9 7
Vardas815 Pavardė815 5 3 4 7
Vardas816 Pavardė816 9 0 3 3
Vardas817 Pavardė817 6 7 2 0
Vardas818 Pavardė818 8 3 4 0
Vardas819 Pavardė819 6 6 1 5
Vardas820 Pavardė820 7 2 1 3
Vardas821 Pavardė821 2 2 7 3
Vardas822 Pavardė822 7 3 10 4
Vardas823 Pavardė823 4 3 3 1
Vardas824 Pavardė824 7 0 2 3
Vardas825 Pavardė825 0 3 8 8
Vardas826 Pavardė826 2 5 9 7
Vardas827 Pavardė827 4 4 2 7
Vardas828 Pavardė828 5 3 7 9
Vardas829 Pavardė829 8 10 2 7
Vardas830 Pavardė830 2 0 6 5
Vardas831 Pavardė831 3 5 10 5
Vardas832 Pavardė832 3 0 4 4
Vardas833 Pavardė833 2 5 3 7
Vardas834 Pavardė834 4 10 6 5
Vardas835 Pavardė835 2 4 10 7
Vardas836 Pavardė836 2 5 3 8
Vardas837 Pavardė837 7 8 5 9
Vardas838 Pavardė838 9 3 4 7
Vardas839 Pavardė839 9 5 2 3
Vardas840 Pavardė840 1 5 3 8
Vardas841 Pavardė841 6 4 7 6
Vardas842 Pavardė842 6 5 1 5
Vardas843 Pavardė843 3 7 4 10
Vardas844 Pavardė844 2 7 2 0
Vardas845 Pavardė845 5 6 4 6
Vardas846 Pavardė846 5 8 4 10
Vardas847 Pavardė847 9 7 0 9
Vardas848 Pavardė848 2 6 0 1
Vardas849 Pavardė849 9 10 4 10
Vardas850 Pavardė850 4 6 9 9
Vardas851 Pavardė851 8 3 10 9
Vardas852 Pavardė852 3 9 10 0
Vardas853 Pavardė853 9 4 2 2
Vardas854 Pavardė854 8 7 8 5
Vardas855 Pavardė855 9 0 10 6
Vardas856 Pavardė856 9 0 2 5
Vardas857 Pavardė857 4 4 10 2
Vardas858 Pavardė858 3 1 4 10
Vardas859 Pavardė859 10 9 4 4
Vardas860 Pavardė860 7 6 0 6
Vardas861 Pavardė861 1 8 2 0
Vardas862 Pavardė862 5 9 8 2
Vardas863 Pavardė863 5 3 10 5
Vardas864 Pavardė864 5 1 6 6
Vardas865 Pavardė865 9 9 2 4
Vardas866 Pavardė866 10 8 10 8
Vardas867 Pavardė867 9 5 3 8
Vardas868 Pavardė868 1 2 6 9
Vardas869 Pavardė869 0 6 2 0
Vardas870 Pavardė870 4 7 9 1
Vardas871 Pavardė871 4 5 2 4
Vardas872 Pavardė872 10 9 2 9
Vardas873 Pavardė873 8 8 0 7
Vardas874 Pavardė874 4 8 5 6
Vardas875 Pavardė875 7 8 0 9
Vardas876 Pavardė876 6 0 4 0
Vardas877 Pavardė877 8 4 0 3
Vardas878 Pavardė878 1 0 10 5
Vardas879 Pavardė879 2 5 2 2
Vardas880 Pavardė880 9 7 2 5
Vardas881 Pavardė881 2 5 9 7
Vardas882 Pavardė882 5 8 5 9
Vardas883 Pavardė883 2 2 6 2
Vardas884 Pavardė884 0 8 0 1
Vardas885 Pavardė885 9 7 7 5
Vardas886 Pavardė886 0 6 1 2
Vardas887 Pavardė887 5 6 4 6
Vardas888 Pavardė888 10 7 1 0
Vardas889 Pavardė889 0 5 8 4
Vardas890 Pavardė890 3 4 5 6
Vardas891 Pavardė891 7 5 6 5
Vardas892 Pavardė892 3 8 10 0
Vardas893 Pavardė893 6 1 4 5
Vardas894 Pavardė894 3 7 4 2
Vardas895 Pavardė895 7 10 10 10
Vardas896 Pavardė896 4 7 5 1
Vardas897 Pavardė897 4 7 8 0
Vardas898 Pavardė898 3 3 5 10
Vardas899 Pavardė899 1 6 6 0
Vardas900 Pavardė900 2 3 9 5
Vardas901 Pavardė901 6 1 9 4
Vardas902 Pavardė902 10 8 4 1
Vardas903 Pavardė903 1 10 5 5
Vardas904 Pavardė904 4 9 3 1
Vardas905 Pavardė905 6 4 3 5
Vardas906 Pavardė906 8 2 5 6
Vardas907 Pavardė907 4 1 8 0
Vardas908 Pavardė908 7 8 9 0
Vardas909 Pavardė909 10 6 6 9
Vardas910 Pavardė910 0 4 6 6
Vardas911 Pavardė911 5 8 9 6
Vardas912 Pavardė912 0 1 7 2
Vardas913 Pavardė913 0 7 0 4
Vardas914 Pavardė914 10 4 6 3
Vardas915 Pavardė915 5 0 10 7
Vardas916 Pavardė916 2 2 1 0
Vardas917 Pavardė917 1 4 8 8
Vardas918 Pavardė918 6 5 1 7
Vardas919 Pavardė919 1 1 9 1
Vardas920 Pavardė920 1 0 8 4
Vardas921 Pavardė921 0 2 8 4
Vardas922 Pavardė922 0 4 5 6
Vardas923 Pavardė923 4 5 9 8
Vardas924 Pavardė924 9 8 0 8
Vardas925 Pavardė925 3 5 2 3
Vardas926 Pavardė926 4 6 10 9
Vardas927 Pavardė927 4 6 10 9
Vardas928 Pavardė928 8 5 1 8
Vardas929 Pavardė929 8 3 2 10
Vardas930 Pavardė930 5 7 8 0
Vardas931 Pavardė931 7 7 7 2
Vardas932 Pavardė932 0 5 2 2
Vardas933 Pavardė933 7 8 7 2
Vardas934 Pavardė934 7 10 3 10
Vardas935 Pavardė935 6 8 4 6
Vardas936 Pavardė936 8 3 6 0
Vardas937 Pavardė937 5 9 1 3
Vardas938 Pavardė938 2 2 5 5
Vardas939 Pavardė939 4 7 6 5
Vardas940 Pavardė940 8 5 5 6
Vardas941 Pavardė941 6 6 6 3
Vardas942 Pavardė942 2 1 9 1
Vardas943 Pavardė943 1 5 9 8
Vardas944 Pavardė944 2 7 1 7
Vardas945 Pavardė945 4 10 6 7
Vardas946 Pavardė946 7 4 6 3
Vardas947 Pavardė947 4 9 2 0
Vardas948 Pavardė948 3 3 0 4
Vardas949 Pavardė949 0 10 9 1
Vardas950 Pavardė950 0 4 2 9
Vardas951 Pavardė951 3 7 4 9
Vardas952 Pavardė952 10 5 8 3
Vardas953 Pavardė953 5 0 4 7
Vardas954 Pavardė954 6 6 6 2
Vardas955 Pavardė955 4 8 2 2
Vardas956 Pavardė956 7 1 1 4
Vardas957 Pavardė957 3 4 3 9
Vardas958 Pavardė958 7 10 6 0
Vardas959 Pavardė959 3 1 10 0
Vardas960 Pavardė960 8 3 1 2
Vardas961 Pavardė961 2 4 4 6
Vardas962 Pavardė962 4 2 1 1
Vardas963 Pavardė963 0 7 6 2
Vardas964 Pavardė964 0 6 1 10
Vardas965 Pavardė965 5 1 5 9
Vardas966 Pavardė966 4 2 10 7
Vardas967 Pavardė967 4 0 10 3
Vardas968 Pavardė968 5 10 8 2
Vardas969 Pavardė969 4 5 9 7
Vardas970 Pavardė970 10 8 8 5
Vardas971 Pavardė971 3 5 5 9
Vardas972 Pavardė972 3 1 0 5
Vardas973 Pavardė973 7 8 7 3
Vardas974 Pavardė974 7 2 8 4
Vardas975 Pavardė975 9 6 7 8
Vardas976 Pavardė976 10 0 4 8
Vardas977 Pavardė977 4 10 9 7
Vardas978 Pavardė978 4 2 8 10
Vardas979 Pavardė979 6 7 4 1
Vardas980 Pavardė980 8 7 7 10
Vardas981 Pavardė981 9 10 7 10
Vardas982 Pavardė982 5 8 8 0
Vardas983 Pavardė983 8 10 1 9
Vardas984 Pavardė984 9 1 2 3
Vardas985 Pavardė985 9 3 4 8
Vardas986 Pavardė986 7 10 2 4
Vardas987 Pavardė987 7 1 7 7
Vardas988 Pavardė988 1 6 0 5
Vardas989 Pavardė989 10 3 2 6
Vardas990 Pavardė990 3 0 6 10
Vardas991 Pavardė991 2 6 1 4
Vardas992 Pavardė992 0 7 4 8
Vardas993 Pavardė993 0 4 8 1
Vardas994 Pavardė994 9 0 7 5
Vardas995 Pavardė995 1 8 5 9
Vardas996 Pavardė996 5 2 8 10
Vardas997 Pavardė997 2 7 7 9
Vardas998 Pavardė998 1 10 6 4
Vardas999 Pavardė999 4 8 0 7
Vardas1000 Pavardė1000 10 4 6 4
Vardas1001 Pavardė1001 8 0 2 9
Vardas1002 Pavardė1002 7 4 7 7
Vardas1003 Pavardė1003 6 5 7 2
Vardas1004 Pavardė1004 8 3 3 0
Vardas1005 Pavardė1005 4 9 2 1
Vardas1006 Pavardė1006 3 2 8 5
Vardas1007 Pavardė1007 3 2 10 2
Vardas1008 Pavardė1008 6 1 4 9
Vardas1009 Pavardė1009 2 1 8 9
Vardas1010 Pavardė1010 3 10 3 2
Vardas1011 Pavardė1011 6 5 6 9
Vardas1012 Pavardė1012 10 9 6 1
Vardas1013 Pavardė1013 5 9 6 8
Vardas1014 Pavardė1014 9 6 8 3
Vardas1015 Pavardė1015 1 3 10 9
Vardas1016 Pavardė1016 2 4 7 0
Vardas1017 Pavardė1017 0 7 1 8
Vardas1018 Pavardė1018 3 10 5 4
Vardas1019 Pavardė1019 7 8 5 9
Vardas1020 Pavardė1020 6 1 6 8
Vardas1021 Pavardė1021 3 8 3 9
Vardas1022 Pavardė1022 0 10 4 7
Vardas1023 Pavardė1023 8 10 4 8
Vardas1024 Pavardė1024 9 7 7 2
Vardas1025 Pavardė1025 2 8 7 0
Vardas1026 Pavardė1026 9 6 7 0
Vardas1027 Pavardė1027 3 8 4 1
Vardas1028 Pavardė1028 10 3 6 0
Vardas1029 Pavardė1029 10 8 8 3
Vardas1030 Pavardė1030 6 5 4 1
Vardas1031 Pavardė1031 1 9 8 7
Vardas1032 Pavardė1032 7 5 9 1
Vardas1033 Pavardė1033 6 8 7 2
Vardas1034 Pavardė1034 5 0 4 3
Vardas1035 Pavardė1035 0 8 0 4
Vardas1036 Pavardė1036 6 7 0 1
Vardas1037 Pavardė1037 10 0 9 1
Vardas1038 Pavardė1038 10 1 1 4
Vardas1039 Pavardė1039 4 1 0 1
Vardas1040 Pavardė1040 5 4 7 6
Vardas1041 Pavardė1041 0 9 6 6
Vardas1042 Pavardė1042 2 10 6 4
Vardas1043 Pavardė1043 2 1 7 0
Vardas1044 Pavardė1044 3 9 8 8
Vardas1045 Pavardė1045 2 0 3 8
Vardas1046 Pavardė1046 10 2 9 8
Vardas1047 Pavardė1047 2 5 10 8
Vardas1048 Pavardė1048 6 2 10 1
Vardas1049 Pavardė1049 2 4 3 0
Vardas1050 Pavardė1050 5 7 8 3
Vardas1051 Pavardė1051 2 6 4 8
Vardas1052 Pavardė1052 7 1 5 8
Vardas1053 Pavardė1053 6 2 4 10
Vardas1054 Pavardė1054 7 10 2 3
Vardas1055 Pavardė1055 6 2 10 10
Vardas1056 Pavardė1056 8 8 9 2
Vardas1057 Pavardė1057 0 1 0 7
Vardas1058 Pavardė1058 4 9 7 1
Vardas1059 Pavardė1059 5 8 2 8
Vardas1060 Pavardė1060 9 4 5 7
Vardas1061 Pavardė1061 8 10 4 8
Vardas1062 Pavardė1062 9 9 10 2
Vardas1063 Pavardė1063 3 4 2 8
Vardas1064 Pavardė1064 10 10 4 9
Vardas1065 Pavardė1065 1 3 6 2
Vardas1066 Pavardė1066 2 1 5 2
Vardas1067 Pavardė1067 4 1 6 0
Vardas1068 Pavardė1068 0 1 1 1
Vardas1069 Pavardė1069 5 1 1 6
Vardas1070 Pavardė1070 7 2 1 3
Vardas1071 Pavardė1071 4 4 8 3
Vardas1072 Pavardė1072 1 7 3 7
Vardas1073 Pavardė1073 1 7 10 1
Vardas1074 Pavardė1074 0 4 7 5
Vardas1075 Pavardė1075 1 8 9 7
Vardas1076 Pavardė1076 2 3 10 1
Vardas1077 Pavardė1077 3 1 2 5
Vardas1078 Pavardė1078 9 10 0 4
Vardas1079 Pavardė1079 4 5 1 5
Vardas1080 Pavardė1080 3 3 0 1
Vardas1081 Pavardė1081 8 2 3 1
Vardas1082 Pavardė1082 0 4 5 1
Vardas1083 Pavardė1083 0 7 8 3
Vardas1084 Pavardė1084 8 7 7 0
Vardas1085 Pavardė1085 10 1 9 2
Vardas1086 Pavardė1086 3 3 2 10
Vardas1087 Pavardė1087 3 2 7 9
Vardas1088 Pavardė1088 10 7 6 2
Vardas1089 Pavardė1089 7 7 0 4
Vardas1090 Pavardė1090 2 2 9 6
Vardas1091 Pavardė1091 3 5 2 7
Vardas1092 Pavardė1092 5 4 4 7
Vardas1093 Pavardė1093 0 9 1 5
Vardas1094 Pavardė1094 9 5 3 6
Vardas1095 Pavardė1095 7 2 5 1
Vardas1096 Pavardė1096 3 5 0 6
Vardas1097 Pavardė1097 4 10 9 0
Vardas1098 Pavardė1098 9 9 9 7
Vardas1099 Pavardė1099 2 8 6 2
Vardas1100 Pavardė1100 7 3 3 10
Vardas1101 Pavardė1101 1 3 8 0
Vardas1102 Pavardė1102 2 10 0 3
Vardas1103 Pavardė1103 2 0 3 7
Vardas1104 Pavardė1104 10 8 9 7
Vardas1105 Pavardė1105 6 2 4 1
Vardas1106 Pavardė1106 7 6 3 6
Vardas1107 Pavardė1107 10 4 0 3
Vardas1108 Pavardė1108 1 10 10 2
Vardas1109 Pavardė1109 9 6 1 1
Vardas1110 Pavardė1110 3 10 9 5
Vardas1111 Pavardė1111 8 4 7 7
Vardas1112 Pavardė1112 7 2 5 7
Vardas1113 Pavardė1113 7 5 9 4
Vardas1114 Pavardė1114 10 4 8 0
Vardas1115 Pavardė1115 6 8 4 2
Vardas1116 Pavardė1116 1 1 9 3
Vardas1117 Pavardė1117 6 0 4 0
Vardas1118 Pavardė1118 9 3 10 9
Vardas1119 Pavardė1119 7 2 8 4
Vardas1120 Pavardė1120 1 3 8 0
Vardas1121 Pavardė1121 2 0 4 6
Vardas1122 Pavardė1122 4 9 3 7
Vardas1123 Pavardė1123 3 3 3 7
Vardas1124 Pavardė1124 3 8 10 5
Vardas1125 Pavardė1125 9 8 4 9
Vardas1126 Pavardė1126 4 4 8 3
Vardas1127 Pavardė1127 8 4 5 6
Vardas1128 Pavardė1128 2 9 7 5
Vardas1129 Pavardė1129 8 4 8 1
Vardas1130 Pavardė1130 2 4 1 8
Vardas1131 Pavardė1131 3 5 10 8
Vardas1132 Pavardė1132 10 10 4 9
Vardas1133 Pavardė1133 3 2 10 8
Vardas1134 Pavardė1134 8 2 3 5
Vardas1135 Pavardė1135 7 0 6 0
Vardas1136 Pavardė1136 3 4 2 1
Vardas1137 Pavardė1137 6 8 4 5
Vardas1138 Pavardė1138 1 5 5 10
Vardas1139 Pavardė1139 4 9 4 2
Vardas1140 Pavardė1140 6 4 5 4
Vardas1141 Pavardė1141 10 9 2 1
Vardas1142 Pavardė1142 4 3 5 10
Vardas1143 Pavardė1143 6 1 5 5
Vardas1144 Pavardė1144 3 0 3 4
Vardas1145 Pavardė1145 1 7 5 10
Vardas1146 Pavardė1146 1 9 10 1
Vardas1147 Pavardė1147 8 1 5 3
Vardas1148 Pavardė1148 4 6 8 1
Vardas1149 Pavardė1149 6 3 2 9
Vardas1150 Pavardė1150 2 0 5 10
Vardas1151 Pavardė1151 4 0 1 2
Vardas1152 Pavardė1152 6 4 1 1
Vardas1153 Pavardė1153 0 8 8 5
Vardas1154 Pavardė1154 8 1 7 4
Vardas1155 Pavardė1155 4 0 5 8
Vardas1156 Pavardė1156 9 5 0 7
Vardas1157 Pavardė1157 5 2 9 3
Vardas1158 Pavardė1158 4 10 8 8
Vardas1159 Pavardė1159 4 10 4 9
Vardas1160 Pavardė1160 10 8 8 5
Vardas1161 Pavardė1161 2 10 0 9
Vardas1162 Pavardė1162 4 0 4 6
Vardas1163 Pavardė1163 2 4 8 6
Vardas1164 Pavardė1164 2 8 2 8
Vardas1165 Pavardė1165 8 3 5 10
Vardas1166 Pavardė1166 10 5 1 0
Vardas1167 Pavardė1167 0 3 9 3
Vardas1168 Pavardė1168 6 2 3 8
Vardas1169 Pavardė1169 3 8 7 0
Vardas1170 Pavardė1170 2 7 5 6
Vardas1171 Pavardė1171 1 2 0 9
Vardas1172 Pavardė1172 8 5 5 4
Vardas1173 Pavardė1173 10 5 3 8
Vardas1174 Pavardė1174 0 6 2 1
Vardas1175 Pavardė1175 8 8 8 5
Vardas1176 Pavardė1176 4 0 0 10
Vardas1177 Pavardė1177 5 2 6 4
Vardas1178 Pavardė1178 4 10 4 5
Vardas1179 Pavardė1179 1 6 0 6
Vardas1180 Pavardė1180 8 6 4 1
Vardas1181 Pavardė1181 2 6 3 10
Vardas1182 Pavardė1182 3 8 3 4
Vardas1183 Pavardė1183 0 6 10 5
Vardas1184 Pavardė1184 7 4 5 2
Vardas1185 Pavardė1185 10 4 5 6
Vardas1186 Pavardė1186 4 0 10 0
Vardas1187 Pavardė1187 10 6 10 6
Vardas1188 Pavardė1188 5 3 4 10
Vardas1189 Pavardė1189 9 8 0 1
Vardas1190 Pavardė1190 10 4 6 7
Vardas1191 Pavardė1191 1 9 3 9
Vardas1192 Pavardė1192 9 0 4 10
Vardas1193 Pavardė1193 0 1 1 6
Vardas1194 Pavardė1194 1 0 0 3
Vardas1195 Pavardė1195 6 4 0 3
Vardas1196 Pavardė1196 9 6 6 10
Vardas1197 Pavardė1197 10 0 9 2
Vardas1198 Pavardė1198 9 10 8 0
Vardas1199 Pavardė1199 3 10 10 2
Vardas1200 Pavardė1200 4 1 8 0
Vardas1201 Pavardė1201 9 9 6 8
Vardas1202 Pavardė1202 0 3 7 5
Vardas1203 Pavardė1203 8 5 9 4
Vardas1204 Pavardė1204 3 1 7 7
Vardas1205 Pavardė1205 10 9 10 6
Vardas1206 Pavardė1206 10 8 4 0
Vardas1207 Pavardė1207 10 0 4 8
Vardas1208 Pavardė1208 7 4 8 9
Vardas1209 Pavardė1209 7 8 8 0
Vardas1210 Pavardė1210 9 0 4 3
Vardas1211 Pavardė1211 3 1 10 10
Vardas1212 Pavardė1212 8 10 3 10
Vardas1213 Pavardė1213 7 2 10 7
Vardas1214 Pavardė1214 10 9 6 4
Vardas1215 Pavardė1215 3 0 2 10
Vardas1216 Pavardė1216 10 4 7 8
Vardas1217 Pavardė1217 5 2 2 1
Vardas1218 Pavardė1218 0 0 8 7
Vardas1219 Pavardė1219 9 0 7 1
Vardas1220 Pavardė1220 6 9 9 0
Vardas1221 Pavardė1221 3 9 4 8
Vardas1222 Pavardė1222 9 9 5 4
Vardas1223 Pavardė1223 7 10 0 6
Vardas1224 Pavardė1224 7 3 3 6
Vardas1225 Pavardė1225 4 6 6 6
Vardas1226 Pavardė1226 4 5 4 10
Vardas1227 Pavardė1227 2 5 8 0
Vardas1228 Pavardė1228 4 1 0 4
Vardas1229 Pavardė1229 1 0 7 7
Vardas1230 Pavardė1230 4 7 5 6
Vardas1231 Pavardė1231 10 10 1 7
Vardas1232 Pavardė1232 10 6 4 8
Vardas1233 Pavardė1233 6 6 7 2
Vardas1234 Pavardė1234 2 5 5 10
Vardas1235 Pavardė1235 0 6 10 4
Vardas1236 Pavardė1236 5 8 9 0
Vardas1237 Pavardė1237 0 4 5 7
Vardas1238 Pavardė1238 3 1 2 7
Vardas1239 Pavardė1239 8 2 5 1
Vardas1240 Pavardė1240 3 6 0 8
Vardas1241 Pavardė1241 10 7 6 1
Vardas1242 Pavardė1242 2 3 2 6
Vardas1243 Pavardė1243 0 8 6 0
Vardas1244 Pavardė1244 9 3 5 1
Vardas1245 Pavardė1245 10 9 8 4
Vardas1246 Pavardė1246 2 5 6 10
Vardas1247 Pavardė1247 9 2 9 3
Vardas1248 Pavardė1248 7 0 5 5
Vardas1249 Pavardė1249 6 8 6 6
Vardas1250 Pavardė1250 7 2 0 3
Vardas1251 Pavardė1251 8 2 7 2
Vardas1252 Pavardė1252 5 9 3 3
Vardas1253 Pavardė1253 0 9 6 4
Vardas1254 Pavardė1254 1 7 7 0
Vardas1255 Pavardė1255 6 3 8 8
Vardas1256 Pavardė1256 6 3 2 2
Vardas1257 Pavardė1257 5 6 10 5
Vardas1258 Pavardė1258 1 9 7 8
Vardas1259 Pavardė1259 8 8 1 5
Vardas1260 Pavardė1260 1 0 8 4
Vardas1261 Pavardė1261 2 6 3 0
Vardas1262 Pavardė1262 4 1 7 7
Vardas1263 Pavardė1263 10 1 2 8
Vardas1264 Pavardė1264 9 6 0 5
Vardas1265 Pavardė1265 5 2 7 8
Vardas1266 Pavardė1266 10 4 0 0
Vardas1267 Pavardė1267 7 5 4 0
Vardas1268 Pavardė1268 9 2 9 10
Vardas1269 Pavardė1269 4 9 7 7
Vardas1270 Pavardė1270 10 10 1 3
Vardas1271 Pavardė1271 9 1 1 3
Vardas1272 Pavardė1272 9 3 8 3
Vardas1273 Pavardė1273 6 5 6 1
Vardas1274 Pavardė1274 6 0 0 6
Vardas1275 Pavardė1275 10 6 7 8
Vardas1276 Pavardė1276 4 5 7 3
Vardas1277 Pavardė1277 4 8 1 5
Vardas1278 Pavardė1278 0 10 8 2
Vardas1279 Pavardė1279 5 1 1 6
Vardas1280 Pavardė1280 5 8 8 10
Vardas1281 Pavardė1281 6 7 9 1
Vardas1282 Pavardė1282 2 10 3 0
Vardas1283 Pavardė1283 1 3 0 8
Vardas1284 Pavardė1284 9 0 3 5
Vardas1285 Pavardė1285 2 5 1 5
Vardas1286 Pavardė1286 6 1 6 7
Vardas1287 Pavardė1287 8 10 6 2
Vardas1288 Pavardė1288 0 9 1 0
Vardas1289 Pavardė1289 4 9 8 3
Vardas1290 Pavardė1290 4 2 2 7
Vardas1291 Pavardė1291 8 0 0 6
Vardas1292 Pavardė1292 6 1 3 9
Vardas1293 Pavardė1293 6 3 5 3
Vardas1294 Pavardė1294 9 4 6 7
Vardas1295 Pavardė1295 6 6 4 0
Vardas1296 Pavardė1296 4 8 6 6
Vardas1297 Pavardė1297 9 4 0 7
Vardas1298 Pavardė1298 0 6 7 9
Vardas1299 Pavardė1299 2 2 1 10
Vardas1300 Pavardė1300 9 4 4 0
